2026-02-13 16:40:58,996 - ApprovalWatcher - INFO - === WEBXES Tech Approval Watcher Starting ===
2026-02-13 16:40:58,997 - ApprovalWatcher - INFO - Vault: F:\AI_Employee_Vault
2026-02-13 16:40:58,997 - ApprovalWatcher - INFO - DRY_RUN: True
2026-02-13 16:40:58,999 - ApprovalWatcher - INFO - Approval Watcher is running. Polling every 30 seconds. Ctrl+C to stop.
2026-02-13 16:41:29,005 - ApprovalWatcher - INFO - Processing approved: PAYMENT_Acme_Corp_2026-02-13.md
2026-02-13 16:41:29,010 - ApprovalWatcher - INFO - [DRY_RUN] Would execute payment from PAYMENT_Acme_Corp_2026-02-13.md
2026-02-17 14:35:37,187 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:35:37,188 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:35:57,188 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:35:57,188 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:36:17,189 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:36:17,189 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:36:37,190 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:36:37,190 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:36:57,191 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:36:57,191 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:37:17,191 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:37:17,192 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:37:37,192 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:37:37,192 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:37:57,193 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:37:57,193 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:38:17,194 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:38:17,194 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:38:37,195 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:38:37,195 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:38:57,196 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:38:57,196 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:39:17,196 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:39:17,196 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:39:37,197 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:39:37,197 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:39:57,198 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:39:57,198 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:40:17,199 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:40:17,199 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:40:37,199 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:40:37,200 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:40:57,200 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:40:57,200 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:41:17,201 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:41:17,201 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:41:37,202 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:41:37,202 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:41:57,203 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:41:57,203 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:42:17,204 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:42:17,204 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:42:37,204 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:42:37,205 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:42:57,205 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:42:57,205 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:43:17,206 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:43:17,206 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:43:37,207 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:43:37,207 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:43:57,208 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:43:57,208 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:44:17,209 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:44:17,209 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:44:37,209 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:44:37,210 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:44:57,210 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:44:57,210 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:45:17,211 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:45:17,211 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:45:37,212 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:45:37,212 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:45:57,212 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:45:57,213 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:46:17,213 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:46:17,213 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:46:37,214 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:46:37,214 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:46:57,215 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:46:57,215 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:47:17,215 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:47:17,216 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:47:37,216 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:47:37,216 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:47:57,217 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:47:57,217 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:48:17,218 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:48:17,218 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:48:37,219 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:48:37,219 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:48:57,220 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:48:57,220 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:49:17,220 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:49:17,221 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:49:37,221 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:49:37,221 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:49:57,222 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:49:57,222 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:50:17,223 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:50:17,223 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:50:37,224 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:50:37,224 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:50:57,224 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:50:57,225 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:51:17,225 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:51:17,225 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:51:37,226 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:51:37,226 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:51:57,227 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:51:57,227 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:52:17,227 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:52:17,228 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:52:37,228 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:52:37,229 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:52:57,229 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:52:57,229 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:53:17,230 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:53:17,230 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:53:37,231 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:53:37,231 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:53:57,232 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:53:57,232 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:54:17,233 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:54:17,233 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:54:37,233 - INFO - Processing approved file: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:54:37,234 - WARNING - Could not parse email data in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:54:40,211 - INFO - WEBXES Smart Approval Watcher Active
2026-02-17 14:54:40,215 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:54:40,215 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:54:50,216 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:54:50,216 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:55:00,216 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:55:00,217 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:55:10,217 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:55:10,217 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:55:20,218 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:55:20,218 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:55:30,219 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:55:30,219 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:55:40,220 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:55:40,220 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:55:50,220 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:55:50,221 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:56:00,221 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:56:00,221 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:56:10,222 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:56:10,222 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:56:20,223 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:56:20,223 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:56:30,224 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:56:30,224 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:56:40,225 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:56:40,225 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:56:50,226 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:56:50,227 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:57:00,227 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:57:00,227 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:57:10,228 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:57:10,228 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:57:20,229 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:57:20,229 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:57:30,235 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:57:30,235 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:57:40,235 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:57:40,236 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:57:50,236 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:57:50,236 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:58:00,237 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:58:00,237 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:58:10,238 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:58:10,238 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:58:20,239 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:58:20,239 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:58:30,239 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:58:30,240 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:58:40,240 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:58:40,240 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:58:50,241 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:58:50,241 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:59:00,242 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:59:00,242 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:59:10,243 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:59:10,243 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:59:20,243 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:59:20,244 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:59:30,244 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:59:30,244 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:59:40,245 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:59:40,245 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:59:50,246 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 14:59:50,246 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 15:00:00,247 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 15:00:00,247 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 15:00:10,248 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 15:00:10,248 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 15:00:20,248 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 15:00:20,249 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 15:00:30,249 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 15:00:30,249 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 15:00:40,250 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 15:00:40,250 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 15:00:50,251 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 15:00:50,251 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 15:01:00,252 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 15:01:00,252 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 15:01:10,252 - INFO - Attempting to parse: EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
2026-02-17 15:01:10,253 - WARNING - PARSING FAILED: Missing To() or Body in EMAIL_DRAFT_20260217_125703_EMAIL_19c6b62dd0590c50.md
